5.943568	-1.012804	-0.535312	
6.365846	0.131193	-1.836182	
4.012182	-2.908764	-5.215434	
4.458894	2.517400	1.112089	
2.277017	-1.583456	-1.768332	
4.861119	9.432108	-0.055366	
3.021252	10.915135	0.611354	
1.340008	0.376615	-4.127701	
3.698588	-1.874770	0.743931	
5.365576	3.575505	-3.575869	
5.467274	-0.626397	-0.222812	
2.209655	0.074531	0.315096	
5.171336	-4.316255	0.583707	
5.144790	0.030331	-1.998814	
6.844109	-0.367296	-0.540273	
4.777994	-1.355413	6.717426	
3.305221	3.345488	-2.162004	
3.202543	3.353572	1.111317	
6.032209	-2.782818	2.411183	
1.546658	3.258566	4.094935	
4.752117	1.270141	1.421249	
4.354676	1.087311	-6.316257	
3.968760	1.172983	0.332749	
3.420258	-5.205029	-1.383483	
5.912529	3.111857	-1.009425	
6.830798	1.867118	-1.360483	
2.333904	0.483808	-3.093136	
5.612946	-0.342266	-0.643391	
1.651883	-2.075192	-0.136999	
4.055041	4.402952	0.254419	
1.891367	-0.461822	-1.945733	
6.640206	-5.055251	4.442053	
3.276890	-4.110560	0.046897	
3.180524	2.539092	2.725824	
4.519012	1.267896	1.159946	
1.029614	2.594477	6.997807	
2.509736	4.014143	-2.836234	
3.566669	1.546877	-0.122590	
7.246938	0.887773	2.754890	
6.590405	-3.323982	-0.014213	
5.476483	4.625530	1.284709	
2.161376	-1.293439	-0.788680	
1.340730	-1.369279	-1.369127	
2.028427	-3.709327	-0.727136	
4.886522	1.827785	2.033764	
6.171828	2.768174	-2.457444	
7.640415	1.788749	1.390146	
2.660680	-5.417078	2.150842	
4.939432	-1.623067	-7.249123	
4.952543	0.970237	-0.799388	
2.016023	-0.998966	1.956796	
3.749057	0.912090	-6.496620	
4.573974	0.935196	-0.248385	
1.010442	-1.718712	0.806258	
3.511210	3.710098	-1.218577	
4.015372	1.881368	6.513104	
6.577727	3.124539	-1.141121	
2.995586	-1.368650	-0.088457	
1.017630	3.166966	-0.529689	
1.847803	-0.300674	1.998171	
3.947575	0.391291	-0.352252	
0.875872	6.685812	-2.176792	
-0.530548	-0.577515	2.372794	
2.869473	2.471791	-0.472713	
2.469271	1.681010	-1.847671	
1.087825	-2.494419	5.675005	
4.653515	-0.633790	2.013141	
5.606579	0.510524	-4.837424	
6.257800	-7.109737	0.602641	
3.929790	0.069199	4.128033	
0.449916	-1.082324	1.869045	
3.870746	-4.201157	-1.815336	
4.677788	5.190365	-2.448670	
5.481077	-4.875262	-1.294723	
1.576705	-5.207888	6.953183	
3.956639	-3.087807	-1.190461	
1.864627	2.177031	-1.985995	
1.619331	-2.896926	3.968462	
6.422784	-6.046361	-3.226473	
5.820811	7.660795	-0.466352	
4.074764	-3.305974	-4.004819	
2.794158	4.945102	-4.338528	
6.009191	0.632930	0.573925	
3.000817	-1.826402	0.090154	
4.329742	-0.869867	-0.028128	
3.507580	3.002965	-0.105555	
1.492879	1.503373	-4.121996	
1.357441	-4.860187	0.652134	
7.240396	-0.150461	-3.934284	
0.021516	-5.253337	2.142124	
0.870927	0.264165	-1.920282	
1.475088	1.647238	4.440332	
4.494977	4.993608	-0.950757	
6.213138	0.781319	3.910831	
3.501336	-0.355696	1.277772	
3.477228	0.955687	1.031578	
3.461861	-7.232327	2.330373	
3.944118	2.324303	-9.651480	
6.731563	-0.479030	-1.341067	
6.585117	4.600685	1.917139	
-0.124502	-1.122416	-5.830639	
3.785108	-1.649962	2.672222	
2.986219	-2.441231	-0.487216	
1.953309	-2.724430	-1.542351	
4.726680	-1.319243	3.421709	
3.462650	-4.069668	5.748546	
1.678083	-4.694900	1.766062	
2.360272	4.429257	0.466843	
5.164961	0.190140	-1.204818	
2.165876	-0.517267	-4.135566	
6.995473	3.113282	-0.345066	
8.682289	-2.886640	-6.008546	
3.641560	-4.557276	-0.705352	
7.455662	1.997855	-3.085016	
2.959443	-2.731990	-1.562085	
1.498767	1.898309	-2.402603	
3.904241	-3.359907	-4.577109	
2.332105	-2.527354	4.332956	
3.551083	-8.504796	0.384936	
7.578512	-1.922844	6.485313	
4.168333	2.485439	-1.268697	
4.185484	2.374847	1.453404	
3.915833	1.528806	2.330201	
5.175211	-0.763237	3.921791	
2.829122	0.336028	-0.510604	
0.095804	1.719177	3.846400	
4.978838	0.207983	0.245626	
4.628446	2.002592	-0.385166	
1.440666	-3.023474	1.435599	
5.849462	2.766126	3.193588	
5.808785	3.487927	5.609116	
3.863778	-3.370021	-2.530950	
8.347765	-2.829362	1.568901	
1.662721	-2.369103	1.395896	
1.552787	-4.317541	-3.569669	
2.856967	-2.137571	-1.150306	
0.855496	-2.105309	2.753791	
5.480068	-4.897550	-1.106104	
3.873596	-0.260898	2.236818	
4.828054	-4.597577	-7.813438	
3.270821	-1.930925	2.666307	
5.830927	-3.948937	5.548131	
8.188738	3.224577	-3.489389	
3.062527	-1.904890	2.663838	
4.349390	-3.855362	5.813361	
4.234736	-1.415526	-7.630057	
6.259267	-0.888987	2.453516	
5.799108	6.607954	2.219313	
3.322294	-5.869914	-3.505085	
8.353400	0.430432	-0.142594	
6.217583	1.387406	-0.559662	
6.520195	0.382248	-2.346609	
2.624176	3.040348	-1.491550	
6.315090	1.010784	1.887851	
3.865508	-3.849069	-2.274655	
2.015712	-3.470799	4.805124	
4.123679	-0.040086	4.555329	
3.391066	-1.961516	-5.511783	
2.344361	-1.286273	-4.827868	
4.322694	-7.876674	2.479530	
3.817107	7.088603	2.498470	
3.890621	6.585614	-1.474475	
0.105797	1.690972	2.461557	
1.113926	6.575897	5.432792	
6.222540	-2.366713	-2.611261	
1.253938	2.386899	-2.643463	
7.119857	2.733660	-1.942636	
1.412702	-0.693786	-4.415041	
3.645812	-3.245001	-0.764907	
5.156697	-6.215677	7.669070	
0.599605	-3.595148	3.212403	
1.490994	-0.775198	2.423596	
3.378985	1.596069	-3.135031	
3.835916	1.938148	1.047064	
0.956326	1.687399	1.282903	
3.339480	-1.403356	-3.982838	
6.659636	-4.561054	-0.820637	
4.326508	0.168057	2.007050	
6.261801	-5.271185	-3.225111	
6.573654	-4.576010	-2.155170	
2.324283	-1.871991	-1.237119	
4.244656	4.378489	-1.707314	
9.423136	-0.364742	6.184870	
3.341103	-3.386566	5.279998	
6.039944	-2.926107	-1.163543	
3.480151	1.448975	-4.594944	
4.952354	0.875025	-3.186109	
5.779581	1.418771	-0.703333	
3.278449	2.441429	2.628586	
5.397603	-1.442030	1.250312	
3.214026	-1.978067	5.114821	
5.050212	1.589220	3.493839	
4.284825	-3.006801	1.503723	
4.666586	-1.910527	-0.970555	
0.506127	0.488307	0.302474	
5.780765	3.222380	-0.364583	
4.603053	-2.673969	-2.557463	
3.967390	-5.041409	1.927122	
5.302569	3.810432	-3.219702	
7.741720	-1.401579	-1.782945	
4.605655	1.761471	-0.376694	
5.480414	0.976398	0.147222	
3.940009	-0.525410	-4.763813	
1.612389	-0.895079	2.566259	
4.328870	-2.869190	-2.057368	
4.390773	-0.373535	-1.959163	
2.964965	-2.656397	-3.359029	
3.531458	2.926827	1.655183	
4.852833	-1.378637	-2.447446	
1.309385	-2.742681	1.497843	
3.127680	-0.143326	-0.129616	
4.651840	-1.785340	3.843707	
3.714177	-3.428670	1.795402	
3.190745	-3.318913	-6.643658	
2.749627	-3.510625	-3.831570	
5.220421	-1.379311	0.879640	
6.833019	2.232271	1.042638	
3.522824	-0.750105	-1.023908	
1.311971	-4.823483	5.460935	
4.188841	-2.798800	0.811080	
4.239082	-0.639797	-4.150934	
6.552967	-1.475645	2.554220	
1.996927	-3.425246	3.343528	
3.532106	0.505488	5.893122	
2.676065	-2.419128	7.108675	
0.115536	3.517892	-0.624256	
1.970679	-1.278706	0.543216	
3.402824	-2.811788	-0.063452	
2.082159	4.987152	4.673154	
5.315957	1.742089	-2.816575	
4.234107	-1.690772	3.972770	
3.740180	2.987415	-3.142176	
0.392848	-1.730480	-0.327439	
4.753234	0.934022	5.156369	
5.571787	-6.181889	-3.685221	
-0.179552	4.349145	-2.174548	
1.933706	0.078738	0.637447	
4.805765	1.680049	0.759698	
5.568596	1.897807	1.401134	
4.545822	7.855719	-4.291350	
5.920714	1.217436	1.435099	
4.305068	4.879573	2.843764	
4.417847	-2.284081	-2.536107	
2.155173	2.086099	2.029170	
5.389066	3.375296	1.206894	
4.874746	-3.182748	3.424117	
1.439551	3.062590	-6.010599	
3.576442	-0.585200	-0.538242	
1.382710	-2.449003	-4.629640	
3.105262	-1.057950	0.458992	
3.284899	-3.300989	0.154214	
1.041315	3.897542	0.911793	
4.344116	-1.139346	1.161397	
5.384208	-0.951491	1.056545	
5.589946	-3.727942	1.035413	
2.835456	0.494355	1.321660	
5.086522	2.087900	2.691544	
2.449943	1.679398	5.027420	
1.904532	2.902414	1.374471	
4.416909	-2.071641	-2.194216	
0.919641	-1.906254	3.077512	
3.554372	-0.160989	3.038113	
3.132547	-0.941514	2.701230	
3.869465	0.366470	-2.186941	
5.532454	-1.718695	3.902802	
3.736165	0.503733	-4.310842	
2.217476	3.048875	-1.173819	
6.620499	-0.621053	5.233589	
6.191976	0.807716	5.766162	
5.512733	3.312984	-0.793654	
2.593584	2.388808	5.024342	
6.460715	-2.213534	-2.663830	
4.585267	-2.153592	-1.462287	
6.378515	0.642951	-1.864666	
3.743659	-1.330292	0.083016	
3.938220	1.527653	-2.460417	
6.515044	3.409149	0.474209	
5.102421	-0.341668	5.750829	
4.826729	-0.784376	-3.066537	
5.068810	2.271746	-2.842642	
-2.399108	-0.990951	0.654226	
2.997537	-2.722057	2.405713	
3.212134	0.317734	0.691461	
0.827731	-5.636456	-1.155637	
3.788463	-2.320520	1.112407	
6.833779	-3.053798	-1.448914	
5.759645	0.529113	1.995963	
4.864888	2.830117	2.747395	
4.639746	4.322761	3.867323	
5.651108	-0.283031	1.886371	
7.593015	1.197079	7.476767	
5.341819	1.105250	-4.455122	
1.723609	1.281747	1.547576	
3.755582	5.062471	2.238767	
8.196629	4.353455	1.380703	
4.362766	-6.027164	1.706895	
5.987278	5.215094	-3.543185	
3.843166	1.658015	2.201310	
5.552138	3.203484	-0.350684	
1.459381	2.957129	2.190796	
5.043551	-2.007116	-3.392494	
4.063147	0.816703	-1.585775	
6.290499	2.124518	5.159397	
0.583434	4.284544	-2.158468	
5.652668	0.602802	-4.054129	
-0.081368	8.379041	-0.657870	
5.976051	0.167135	-4.564337	
6.693382	-0.570564	-5.639854	
4.507446	-6.262302	-4.370911	
2.463599	-1.470500	3.481233	
4.092627	2.295637	-0.327614	
2.298209	-1.078300	-5.633176	
3.031743	0.596696	-2.418762	
5.934736	-1.260402	-3.464721	
4.031931	-0.180381	3.163728	
5.060019	-4.955328	3.896844	
6.167899	-0.299846	-1.628308	
3.756836	-4.753558	2.395417	
5.286394	3.382383	7.782055	
4.324048	-0.631440	-1.264585	
3.323886	-2.765755	-0.695841	
7.120983	-2.834152	2.562889	
3.873586	-0.427885	2.245342	
3.822869	-4.227745	0.301390	
6.213707	-0.147858	0.870242	
6.267173	-1.540557	-3.608328	
3.725815	-3.070841	-0.897606	
7.037931	1.211518	-0.691262	
5.710645	2.064011	-2.293257	
2.865537	-1.770800	3.605547	
2.946231	-4.220531	-7.160626	
4.736665	-3.157225	-3.142616	
3.018524	2.646856	-2.155733	
3.649022	-5.014801	5.198131	
6.494209	2.093171	4.877977	
0.787701	0.493120	-0.658764	
7.168054	1.468765	2.091942	
1.573802	-1.776408	3.563222	
1.610208	-0.566528	2.123387	
10.341230	-1.438916	1.175577	
5.606604	-1.078894	1.624129	
1.682897	-2.903645	-5.023370	
5.431990	0.074636	-1.169984	
2.468754	-1.896907	1.203030	
6.460828	-0.999047	-5.078607	
2.895853	-4.860279	-6.143086	
5.811175	3.541269	-1.074657	
5.715448	-1.462043	-0.112901	
5.300554	3.434830	-0.105732	
4.672104	0.350022	-4.192727	
0.050311	3.131387	-4.299752	
3.011664	-2.116962	2.297242	
5.931283	-1.487237	-1.462543	
4.108128	-2.645198	0.024319	
5.114465	-0.342781	0.654798	
6.437605	-1.959458	4.330884	
5.799531	-0.270390	-0.002625	
3.660720	-2.023360	-4.820000	
8.090586	0.560012	0.848839	
4.239566	-1.158893	1.155385	
4.429163	-2.794165	0.102535	
1.301790	1.745433	-1.780115	
1.546953	5.652105	-1.301722	
5.356329	-1.321805	3.124995	
3.451365	3.715294	-1.394552	
5.263111	1.898764	5.969733	
5.194183	0.638681	-2.455223	
8.116247	-0.640220	-1.097594	
5.073432	-1.092040	-2.402289	
5.100035	-0.726064	2.676782	
3.537775	-0.628584	4.059030	
0.212156	-2.553589	-2.790034	
6.352856	-6.752381	2.839661	
4.175423	0.582829	-1.372399	
2.555782	0.415654	-2.290669	
5.093363	-1.741251	-6.324197	
4.584485	3.871363	1.516717	
3.063044	-2.015955	-2.113043	
3.005247	5.706998	-1.820729	
2.580059	3.271342	4.053112	
5.746131	-2.285160	-2.258226	
0.829779	-1.755437	-0.885730	
3.271688	6.042796	3.103742	
4.171799	-0.445563	5.619641	
8.356441	-1.237950	5.284628	
4.631364	0.796369	-9.191390	
4.462692	-4.900887	-1.297023	
3.174721	-0.822163	-2.061765	
2.346881	-0.928744	4.594361	
4.750044	4.369998	1.675634	
3.845449	-4.435797	-3.426307	
6.984781	-2.835236	-5.017779	
3.765107	-1.264101	1.787795	
2.350545	4.411683	-5.430822	
3.191610	-1.450584	1.391798	
4.367837	-5.362036	4.349700	
3.341560	6.193996	2.069959	
4.745966	-2.946983	-0.068443	
2.885265	-4.541961	-1.199994	
3.560764	2.099467	-2.792156	
7.085367	5.580955	-1.185736	
2.331214	-0.678658	0.774691	
6.996024	0.802159	-2.670690	
4.482514	1.684037	4.617159	
3.209786	-3.077140	-1.638766	
4.340296	-0.295506	0.802628	
