0.915868	-2.582753	
5.864361	-0.915918	
4.362594	2.187138	
5.814683	-6.842566	
6.679410	-0.181060	
3.849916	-2.124683	
3.131346	-0.712954	
1.650843	5.249330	
5.748661	-4.827930	
1.816058	4.510141	
5.016521	-0.939072	
5.896448	-1.071391	
3.638623	-3.456268	
2.898788	-1.185510	
4.481208	2.172055	
1.410441	0.930272	
3.559683	0.964373	
4.496793	-3.016987	
2.029571	1.629716	
5.084047	2.673842	
1.756832	3.424979	
0.704512	1.009244	
4.925234	-0.628948	
3.402415	2.511579	
6.454462	-3.144622	
3.350599	-4.820851	
6.853990	2.490626	
3.297659	-4.434673	
1.503790	4.437917	
1.081741	0.277561	
4.821717	-5.339629	
7.884883	3.687302	
1.182850	1.014737	
3.964260	-5.534468	
1.532627	-3.828025	
2.229817	-4.938814	
1.290741	0.103106	
6.952805	3.311369	
1.636303	-0.590867	
4.502561	-1.273894	
4.032707	-5.389190	
3.168584	3.528380	
4.215594	2.152799	
2.923414	0.492309	
6.220889	-0.878309	
3.466849	2.620349	
6.226755	-3.925430	
4.576112	-1.477208	
4.191729	-0.125760	
-0.433140	-0.458465	
6.212408	-3.854711	
2.612684	-2.438587	
2.786799	0.935321	
4.623265	-5.502215	
2.736107	-2.011303	
7.277656	-1.502772	
5.157890	-4.404810	
4.505950	-2.692718	
4.429125	1.535498	
5.459221	1.316301	
3.508478	2.101176	
8.008139	2.814972	
7.482747	5.589470	
3.277713	3.535130	
1.543250	6.721117	
5.274699	1.468503	
2.106935	-0.907889	
2.053475	-2.157944	
2.881992	-0.033671	
3.375292	-1.158909	
3.326287	-2.375692	
6.325239	-2.969209	
3.434294	1.607393	
3.535576	2.037484	
6.335059	3.108481	
1.658293	5.509407	
3.990581	-1.387324	
2.119533	1.848073	
3.899545	-1.437639	
4.648217	4.991586	
5.027173	-1.110642	
4.515168	-1.253541	
7.254630	0.684796	
3.843013	2.059882	
7.197259	0.777945	
3.323114	0.259309	
-1.638052	-1.353384	
4.948762	-5.468137	
3.498802	-1.107130	
1.432607	-1.366604	
5.164247	1.935325	
5.832415	-4.472944	
1.644476	-1.795243	
6.160569	1.311776	
2.972310	-0.632565	
1.481949	-1.450161	
6.463304	-0.646960	
2.961176	2.550065	
2.758994	5.666602	
1.281885	-0.188127	
5.414512	2.347813	
1.485482	2.149243	
2.427715	0.360401	
3.042923	1.686574	
1.669127	-0.021106	
4.080108	0.119594	
4.845514	0.888437	
4.763478	-3.983743	
4.192140	0.855230	
3.464274	0.402231	
1.342322	1.596793	
5.328809	-0.403439	
4.282816	-1.529658	
7.923363	-4.275266	
6.996044	-4.312176	
4.283191	-1.042020	
7.328721	0.033500	
4.283714	0.448230	
-1.033938	3.436162	
7.941587	3.112533	
5.144322	0.022786	
0.537124	1.929312	
3.730912	3.648181	
2.967047	1.702783	
5.106658	0.786203	
3.636225	-2.189506	
2.293078	0.070118	
1.813508	-4.197561	
2.322564	1.787607	
2.521817	0.507440	
2.573095	-0.749685	
1.721806	-1.682421	
6.017121	-0.383569	
2.960493	0.699504	
0.404758	-1.663112	
3.809918	-0.209053	
4.674466	-3.187482	
2.393168	0.883933	
5.342248	2.775935	
6.383354	-0.769590	
2.702325	-1.936124	
4.904531	-1.224663	
5.258224	-2.960380	
4.549928	1.539575	
0.950381	2.626301	
1.351759	2.436262	
2.389602	-4.979439	
4.408980	0.676246	
1.320261	0.243857	
2.865102	2.977875	
4.880014	4.974279	
5.928572	-0.576459	
2.983426	-2.376312	
3.854096	3.568634	
4.702931	-1.968524	
2.189406	5.274738	
4.622379	3.507629	
3.791789	1.436684	
10.618815	-3.293860	
5.293629	-2.435540	
5.088430	0.328591	
3.790434	1.660535	
5.016417	-2.792405	
2.513877	2.829098	
2.988042	-0.820561	
2.191445	0.826401	
3.599540	0.632918	
5.002807	-5.778042	
5.475735	3.710463	
7.311698	-2.904026	
2.775558	-4.479647	
7.553362	7.070620	
2.054084	4.980806	
6.701971	1.564504	
1.251148	4.412399	
0.781288	8.051590	
3.286373	-2.187429	
2.615885	4.466585	
6.708106	0.462202	
2.060492	2.326064	
5.368776	1.360686	
6.699273	-2.207075	
0.558053	-6.551316	
6.051429	1.820911	
3.276692	0.344148	
5.215200	1.411189	
3.141621	-6.889529	
-0.004201	-0.454616	
4.963912	-2.966990	
2.812035	-3.493363	
4.481724	2.508155	
5.263452	1.820721	
5.782123	2.112455	
2.502856	-2.112635	
1.156532	5.294954	
1.808841	-1.883034	
4.409792	-1.288242	
9.364137	-2.547465	
3.974581	-0.908588	
4.152213	3.001977	
3.313173	2.289864	
1.522028	-3.862217	
4.907342	-1.919566	
7.049849	6.986588	
3.331567	-0.543586	
1.628096	4.941995	
1.914118	4.095986	
4.792117	-6.882754	
4.325868	2.786058	
4.902257	-2.494729	
1.859834	-1.889829	
5.482733	1.757488	
7.523625	6.067234	
3.727584	1.824901	
3.145186	2.087945	
3.147609	2.930185	
2.551708	-3.877704	
3.696189	-1.052210	
3.794359	0.429382	
3.883044	0.905888	
7.070386	5.022172	
2.871848	3.258135	
5.196841	-2.159723	
5.455776	-4.138240	
2.375378	0.785665	
1.416346	1.675810	
0.073793	0.185761	
7.831217	0.946870	
0.782683	-1.214560	
5.352542	0.857150	
4.216234	-1.191131	
3.474483	0.390115	
5.537819	-10.448021	
3.472208	1.848608	
3.508337	1.058984	
1.651915	-6.714876	
3.465828	0.991682	
4.657117	-2.270763	
1.828500	1.742648	
2.538838	-0.626358	
5.802847	0.345340	
4.547884	3.044228	
3.676576	-0.377840	
5.981316	-0.317261	
4.520907	3.404259	
5.760787	2.158932	
3.658448	2.395035	
5.769160	3.641339	
3.340872	-1.706158	
5.949474	-7.325771	
3.952021	3.163857	
3.859453	-6.978984	
7.824356	1.831544	
3.479564	-1.767815	
5.243545	-0.796425	
4.780815	-1.345710	
7.450412	1.552642	
2.150862	0.306211	
4.617329	-3.325021	
2.281813	2.279543	
3.358838	-4.727024	
2.525985	4.181441	
5.571966	-2.415240	
5.673518	-1.663443	
3.501516	-5.500607	
0.594213	1.024962	
1.055015	1.841088	
3.922923	0.590653	
1.784803	3.283231	
1.737693	-0.933913	
2.334603	-0.711062	
3.437160	7.082051	
2.570276	-5.748782	
2.489866	-1.346890	
3.305673	-2.347763	
3.490145	-3.004762	
3.419387	1.107892	
2.102685	-0.411794	
4.292836	2.562149	
2.436843	-0.788470	
1.140480	-3.380161	
7.037271	-0.987075	
4.426125	1.920333	
4.454804	1.270558	
4.908303	3.773083	
3.012428	-1.164084	
3.053587	-0.380150	
4.844692	1.644388	
8.241212	1.394252	
0.766520	0.689711	
3.785631	0.717598	
0.830450	5.025750	
2.327511	-0.979845	
